Item Identifier,Outlet Identifier,2,3,4,5,6,7,8,9,10,11,12,13,predicted Outlet Sales
FDW58,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.75,1.0,0.007564836,107.8622,1999.0,1806.2285625015975
FDW14,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.3,4.0,0.038427677,87.3198,2007.0,1584.3096858068438
NCN55,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.6,1.0,0.099574908,241.7538,1998.0,1929.6342139666212
FDQ58,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.315,1.0,0.015388393,155.034,2007.0,2553.7159593073793
FDY38,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,2.0,0.118599314,234.23,1985.0,5166.9859439973225
FDH56,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.8,2.0,0.063817206,117.1492,1997.0,1964.1444208511166
FDL48,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.35,2.0,0.082601537,50.1034,2009.0,580.2910256515097
FDC48,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.015782495,81.0592,1985.0,2780.61160154555
FDN33,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.305,2.0,0.12336544599999999,95.7436,2002.0,1614.076927282831
FDA36,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.985,1.0,0.005698435,186.8924,2007.0,3052.851514771579
FDT44,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.6,1.0,0.103569075,118.3466,2007.0,1954.0456892445964
FDQ56,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.59,1.0,0.10581147,85.3908,2002.0,1427.1631288863173
NCC54,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.695633368756642,1.0,0.171079215,240.4196,1985.0,1846.6572808966794
FDU11,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.785,1.0,0.092737611,122.3098,1999.0,2016.211174726057
DRL59,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.75,0.0,0.021206463999999998,52.0298,1987.0,856.4139120145137
FDM24,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.135,2.0,0.0794507,151.6366,1999.0,2505.9438164322546
FDI57,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.85,1.0,0.05413521,198.7768,2002.0,3199.0096585048504
DRC12,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.85,1.0,0.037980963,192.2188,2009.0,2774.5501894750196
NCM42,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.028184344,109.6912,1985.0,3222.8585917152686
FDA46,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.6,1.0,0.196897637,193.7136,1998.0,1156.0952955445573
FDA31,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.1,1.0,0.109920138,175.00799999999998,1987.0,2781.6849440005954
NCJ31,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.2,1.0,0.182619235,239.9196,2004.0,3812.238225220781
FDG52,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.65,0.0,0.06563084400000001,47.7402,1997.0,820.6288182466105
NCL19,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.695633368756642,1.0,0.027447057,142.347,1985.0,359.2640701338196
FDS10,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.2,1.0,0.035178935,180.7318,2004.0,2931.054990116698
FDX22,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.785,2.0,0.038455125,209.4928,1998.0,1478.5449219923648
NCF19,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.035102094,47.6034,2004.0,862.3465132337151
NCE06,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.825,1.0,0.09148523199999999,161.3894,1997.0,2616.8129789263658
DRC27,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.8,1.0,0.058102469000000004,244.6802,1997.0,3918.0397567733
FDE21,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.8,0.0,0.022940349,116.5492,2004.0,1908.37172196766
NCR42,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.695633368756642,1.0,0.06737681,32.09,1985.0,-1367.5298238104406
FDX51,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.5,2.0,0.022148582000000003,194.9452,2009.0,2855.9781815350416
NCR06,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.5,1.0,0.006792706999999999,42.4112,2009.0,454.2553003513867
FDU31,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,2.0,0.024870035,217.7508,1985.0,4935.92813298908
FDU59,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.78,1.0,0.096931426,164.2552,2007.0,2675.9098455920957
FDR03,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,2.0,0.008693632,205.09799999999998,1985.0,4743.394324492097
FDS49,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.078961284,80.3644,1985.0,2752.6679903025342
FDD48,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.395,1.0,0.050479462999999995,114.0176,1998.0,-42.890369229601674
NCF18,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.35,1.0,0.08948591800000001,192.1504,2007.0,3105.596562863051
NCD43,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.01594238,103.3964,1985.0,3128.20973395076
NCD54,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.1,1.0,0.029127115,143.3786,2009.0,2015.1600539076899
FDY19,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.75,0.0,0.06923642099999999,116.6466,1998.0,-42.28106255001421
NCY54,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.43,1.0,0.17869996100000002,173.9422,2007.0,2803.1363747876076
NCL19,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.35,1.0,0.015740089,144.847,2009.0,2044.6047266652004
FDP23,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.71,1.0,0.059565107,217.2166,1998.0,1562.6655745609423
FDC26,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.195,1.0,0.126277921,112.1886,1987.0,1797.9757319565597
FDR14,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.65,1.0,0.291322397,55.8298,1998.0,-1014.4352189009014
NCS41,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.85,1.0,0.053433907999999995,183.2608,2004.0,2968.735829108373
FDF41,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.15,1.0,0.131155007,248.146,2004.0,3957.853765283915
FDU34,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.25,1.0,0.07519492900000001,124.9046,1997.0,2047.0045881763635
DRH11,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.98,1.0,0.075557965,57.0614,1997.0,997.3592899061096
FDM03,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.65,1.0,0.122928415,106.6938,1987.0,1712.1019330994477
FDS31,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.1,2.0,0.044442342,181.0318,2007.0,2977.8736086309855
FDJ20,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.7,2.0,0.100741569,122.3388,2007.0,2045.2348625637223
FDV44,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,2.0,0.039651481,188.7188,1985.0,4480.085368555887
FDG02,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.855,1.0,0.011278673000000001,188.8188,1999.0,3071.8188395678044
FDA09,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.35,2.0,0.0,179.666,1987.0,2911.1656975573424
FDT04,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.25,0.0,0.10695266099999999,38.3822,1987.0,620.5050102429268
FDL58,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.695633368756642,2.0,0.129825457,263.2568,1985.0,2243.66830792367
FDE52,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.395,2.0,0.029947408999999998,90.1514,2002.0,1550.2661444573387
FDW12,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.315,2.0,0.035565457,144.8444,2004.0,2408.431370950537
FDL51,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.7,2.0,0.047760002,214.9876,2007.0,3501.5251666308777
NCY42,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.015089146999999999,141.347,1985.0,3719.0792459409004
FDR07,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21.35,1.0,0.07818366,96.8094,2007.0,1623.2912014274334
FDN40,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.88,1.0,0.086632125,152.6998,2002.0,2480.2820839693413
FDB35,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,2.0,0.064306056,90.3804,1985.0,2942.9264114568996
FDA22,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.435,3.0,0.08493006,165.8158,2007.0,2763.4043503940266
NCL06,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.65,1.0,0.072066634,262.5594,1997.0,4192.075818892465
FDI35,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,1.0,0.041256807,181.2634,1987.0,2894.1030772536815
NCW42,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.2,1.0,0.058587558,221.6456,2002.0,3554.567297445252
NCX06,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.6,1.0,0.015711434,180.0976,1999.0,2929.8664517705784
FDC37,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.032714163,108.1938,1985.0,3198.3258351073982
FDZ14,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.71,2.0,0.047782552,122.3756,2009.0,1720.5243179806166
DRG49,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.81,1.0,0.067560171,245.2486,1999.0,3934.8182156585517
NCG06,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.35,1.0,0.029505077,256.2646,2002.0,4102.192917029743
DRC36,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,0.045076104000000006,173.7054,2002.0,2845.20186272737
FDV21,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.695633368756642,1.0,0.29954415300000004,124.8704,1985.0,13.493772277989592
FDB53,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.35,1.0,0.139452413,148.6392,1997.0,2401.4955121556322
DRP47,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.695633368756642,1.0,0.24617825699999998,252.4382,1985.0,2013.3446227449822
FDA14,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.1,0.0,0.065128984,145.17600000000002,1987.0,2294.505798461909
DRC24,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.85,1.0,0.024816585,152.6998,2004.0,2498.2883796271217
FDW21,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.34,2.0,0.005988175,100.6358,2009.0,1394.7331843425945
NCH29,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.51,1.0,0.034473804,97.3726,1997.0,1636.1178686778112
FDU58,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.61,2.0,0.028987582,188.6898,1987.0,3047.2181890543034
FDY27,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.38,1.0,0.032078604,177.6344,2007.0,2901.4099577391535
FDV56,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.1,2.0,0.013593151000000001,108.9596,2004.0,1851.891577094184
FDT59,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.65,0.0,0.015911432,230.5668,1997.0,3679.5025706087763
FDB23,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.2,2.0,0.0055886009999999995,225.5062,1997.0,3661.4877141280376
FDR49,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.71,1.0,0.139510771,46.2376,2002.0,807.5793340985911
FDB03,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.75,2.0,0.262504325,242.2538,1998.0,1922.0193313171658
FDN39,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.35,2.0,0.0,165.7816,2002.0,2730.832147059613
FDX02,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.056783774,223.1404,1985.0,4980.752887120963
FDQ16,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.041536279,107.7912,1985.0,3189.6680184329125
FDU35,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.44,1.0,0.079538056,99.47,2009.0,1325.678255123341
NCT29,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.6,1.0,0.064057374,122.1414,1987.0,1968.5061743484275
FDZ27,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.935,1.0,0.017156262,48.135,1997.0,873.26263708841
FDN57,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.25,1.0,0.054540967999999995,140.4154,2007.0,2309.953492503011
FDA03,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.5,2.0,0.045648972999999995,145.6102,2009.0,2077.153101581871
FDZ36,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.035,2.0,0.065917194,185.72400000000002,2002.0,3030.188171939182
NCU05,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.8,1.0,0.058687359,81.1618,1987.0,1332.594727279955
FDT39,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.26,2.0,0.009908113,151.1366,2009.0,2179.1576852609614
FDK60,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.5,2.0,0.094395215,97.2068,2007.0,1657.9810374851222
FDZ25,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.7,2.0,0.02777326,169.27900000000002,2007.0,2798.141178144904
FDG12,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.635,4.0,0.006326106,122.1098,1997.0,2119.37100294383
DRB01,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.695633368756642,3.0,0.143990546,191.553,1985.0,1154.279234702608
NCC43,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.09233359,250.6066,1985.0,5398.579828432943
FDX13,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.695633368756642,1.0,0.083661793,248.6092,1985.0,1997.8170541738255
FDM22,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2.0,0.042022999000000005,53.06399999999999,1999.0,977.9216964756051
FDJ03,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,2.0,0.072044336,48.8692,1985.0,2294.7752626475412
FDU14,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.75,1.0,0.0,249.775,2009.0,3680.6666245232445
FDB33,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.75,1.0,0.024404214,159.0262,1998.0,660.8754394752568
FDP27,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.155,1.0,0.119450639,190.653,1997.0,3063.4697545428353
FDO38,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.25,1.0,0.121917641,76.6986,1998.0,-646.5992588728932
FDE28,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,2.0,0.131905128,232.0668,1985.0,5129.711604273272
FDO27,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.175,2.0,0.179043614,95.3752,2004.0,1600.7251177557791
DRL23,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.015230200000000003,107.0938,1985.0,3185.9467341447235
FDS28,OUT046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.18,2.0,0.082401592,55.9588,1997.0,1007.6127883558001
FDX24,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.355,1.0,0.013917468,92.5462,1987.0,1523.68733726123
FDZ02,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.905,2.0,0.038140213,96.3726,2004.0,1654.0763198320765
FDL46,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.35,1.0,0.054166556,116.9466,2002.0,1925.192228022841
FDS60,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,1.0,0.03229139,178.766,1985.0,4296.7797508832955
NCO06,OUT017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.25,1.0,0.108641498,33.0558,2007.0,623.8955003803085
FDO16,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.48,1.0,0.015105338000000001,84.625,2004.0,1447.8216454192388
FDC60,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.425,2.0,0.114650377,87.3514,1999.0,1496.2729832866953
FDA48,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.1,1.0,0.11534200900000001,220.2114,2009.0,3192.194763790407
FDZ36,OUT027,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.695633368756642,2.0,0.0,186.424,1985.0,4455.121653819553
FDK27,OUT045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.00896468,120.6756,2002.0,2000.2999183897646
FDW23,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.765,1.0,0.082346376,38.8164,2009.0,381.2917704800975
FDM14,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.8,1.0,0.013318,110.1254,2009.0,1505.67568951254
FDM14,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.8,1.0,0.01325293,108.2254,1987.0,1765.083648036214
FDW60,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.44,2.0,0.017131453,177.83700000000002,2009.0,2593.1689845813435
FDE21,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.8,1.0,0.022925594,116.4492,1987.0,1890.965910996243
NCM42,OUT035,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.13,1.0,0.028316137,109.3912,2004.0,1829.3497270159605
FDY59,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.195,1.0,0.052562923,93.9462,1998.0,-354.7001573361131
DRI49,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.15,1.0,0.18379260000000003,81.3276,1999.0,1348.878921518517
FDT28,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.695633368756642,1.0,0.111296158,151.2708,1985.0,475.41350334573053
FDQ22,OUT018,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.75,1.0,0.029860799,39.5822,2009.0,401.7828583489736
FDR60,OUT049,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.3,0.0,0.130617879,76.5328,1999.0,1258.193869061619
FDC50,OUT019,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.695633368756642,0.0,0.238990225,94.7094,1985.0,-469.89607717744366
FDV24,OUT013,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.635,1.0,0.103186396,151.805,1987.0,2423.149091315805
DRF48,OUT010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.73,1.0,0.0,188.3898,1998.0,1130.6794004211006
